"","Ethnicity","Title","Gender","Employee Age","Participated","Retained","HOME ORG CODE","Years of Service","Strata","Deidentified ID","title_status","Age","title_binary","strata_binary_10_15","strata_binary_5_10","strata_binary_less_5","strata_binary_greater_15","ethnicity_binary_african_am","ethnicity_binary_caucasian","ethnicity_binary_asian","ethnicity_binary_latina","ethnicity_binary_other","gender_binary_female","gender_binary_male","employeeage","HomeOrgCode","YearsOfService"
"3632","CAUCASIAN","TEACHER,FULL TIME","F",68,0,"0","9EW0",9,"5 to less than 10 years",216712,"teacher","60s",1,0,1,0,0,0,1,0,0,0,1,0,68,"9EW0",9
"3633","CAUCASIAN","TEACHER,SPEC EDUCATION","F",41,0,"1","8200",13,"10 to 15 years",216856,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,41,"8200",13
"3634","LATINA/O","TEACHER,FULL TIME","F",45,0,"1","5060",13,"10 to 15 years",216864,"teacher","40s",1,1,0,0,0,0,0,0,1,0,1,0,45,"5060",13
"3635","CAUCASIAN","TEACHER,FULL TIME","F",42,0,"1","8400",19,"greater than or equal to 15",21692,"teacher","40s",1,0,0,0,1,0,1,0,0,0,1,0,42,"8400",19
"3636","CAUCASIAN","TEACHER,SPEC EDUCATION","F",48,0,"1","8020",13,"10 to 15 years",216980,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,48,"8020",13
"3637","LATINA/O","TEACHER,FULL TIME","F",65,0,"1","7500",26,"greater than or equal to 15",21704,"teacher","60s",1,0,0,0,1,0,0,0,1,0,1,0,65,"7500",26
"3638","CAUCASIAN","SCHOOL COUNSELOR, 10 MONTHS","F",34,0,"0","2410",6,"5 to less than 10 years",217060,"non_classroom_teacher","30s",0,0,1,0,0,0,1,0,0,0,1,0,34,"2410",6
"3639","AFRICAN AM","TEACHER,SPEC EDUCATION","F",50,0,"1","1200",8,"5 to less than 10 years",217068,"teacher","50s",1,0,1,0,0,1,0,0,0,0,1,0,50,"1200",8
"3640","CAUCASIAN","TEACHER,FULL TIME","F",38,0,"0","8120",10,"10 to 15 years",217088,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,38,"8120",10
"3641","CAUCASIAN","TEACHER,FULL TIME","F",62,0,"1","6310",13,"10 to 15 years",217092,"teacher","60s",1,1,0,0,0,0,1,0,0,0,1,0,62,"6310",13
"3642","AFRICAN AM","TEACHER,FULL TIME","M",53,0,"1","4440",3,"less than 5",217200,"teacher","50s",1,0,0,1,0,1,0,0,0,0,0,1,53,"4440",3
"3643","CAUCASIAN","TEACHER,FULL TIME","F",36,0,"1","7200",13,"10 to 15 years",217208,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,36,"7200",13
"3644","AFRICAN AM","TEACHER,SPEC EDUCATION","F",37,0,"1","6390",12,"10 to 15 years",217380,"teacher","30s",1,1,0,0,0,1,0,0,0,0,1,0,37,"6390",12
"3645","CAUCASIAN","TEACHER,SPEC EDUCATION","M",38,0,"1","1250",13,"10 to 15 years",217440,"teacher","30s",1,1,0,0,0,0,1,0,0,0,0,1,38,"1250",13
"3646","CAUCASIAN","TEACHER,FULL TIME","M",56,0,"0","2670",7,"5 to less than 10 years",217448,"teacher","50s",1,0,1,0,0,0,1,0,0,0,0,1,56,"2670",7
"3647","LATINA/O","TEACHER,FULL TIME","F",61,0,"1","5530",13,"10 to 15 years",217460,"teacher","60s",1,1,0,0,0,0,0,0,1,0,1,0,61,"5530",13
"3648","CAUCASIAN","TEACHER,SPEC EDUCATION","F",36,1,"1","9580",10,"10 to 15 years",217552,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,36,"9580",10
"3649","AFRICAN AM","TEACHER,SPEC EDUCATION","F",55,0,"1","6030",9,"5 to less than 10 years",217584,"teacher","50s",1,0,1,0,0,1,0,0,0,0,1,0,55,"6030",9
"3650","CAUCASIAN","TEACHER,FULL TIME","F",52,0,"1","8340",13,"10 to 15 years",217608,"teacher","50s",1,1,0,0,0,0,1,0,0,0,1,0,52,"8340",13
"3651","AFRICAN AM","TEACHER,FULL TIME","F",39,0,"1","6320",11,"10 to 15 years",217668,"teacher","30s",1,1,0,0,0,1,0,0,0,0,1,0,39,"6320",11
"3652","CAUCASIAN","TEACHER,FULL TIME","F",41,0,"1","6470",13,"10 to 15 years",217688,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,41,"6470",13
"3653","CAUCASIAN","TEACHER,FULL TIME","M",45,0,"1","5520",13,"10 to 15 years",217704,"teacher","40s",1,1,0,0,0,0,1,0,0,0,0,1,45,"5520",13
"3654","CAUCASIAN","TEACHER,SPEC EDUCATION","M",63,0,"1","6060",6,"5 to less than 10 years",217708,"teacher","60s",1,0,1,0,0,0,1,0,0,0,0,1,63,"6060",6
"3655","LATINA/O","TEACHER,DEMONSTRATION","F",35,0,"0","2140",9,"5 to less than 10 years",217712,"non_classroom_teacher","30s",0,0,1,0,0,0,0,0,1,0,1,0,35,"2140",9
"3656","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"1","6030",13,"10 to 15 years",217728,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,35,"6030",13
"3657","CAUCASIAN","TEACHER,FULL TIME","F",69,1,"0","1010",12,"10 to 15 years",217736,"teacher","60s",1,1,0,0,0,0,1,0,0,0,1,0,69,"1010",12
"3658","AFRICAN AM","TEACHER,FULL TIME","F",47,0,"0","8430",12,"10 to 15 years",217756,"teacher","40s",1,1,0,0,0,1,0,0,0,0,1,0,47,"8430",12
"3659","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"0","5060",9,"5 to less than 10 years",217820,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,35,"5060",9
"3660","CAUCASIAN","TEACHER,FULL TIME","M",37,0,"0","4140",10,"10 to 15 years",217860,"teacher","30s",1,1,0,0,0,0,1,0,0,0,0,1,37,"4140",10
"3661","AFRICAN AM","TEACHER,FULL TIME","F",35,0,"1","5620",1,"less than 5",217960,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,35,"5620",1
"3662","CAUCASIAN","TEACHER,FULL TIME","F",31,0,"0","4390",8,"5 to less than 10 years",217988,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,31,"4390",8
"3663","AFRICAN AM","SCHOOL-BASED INSTRUCTIONAL SPL","F",33,0,"1","7110",6,"5 to less than 10 years",218060,"non_classroom_teacher","30s",0,0,1,0,0,1,0,0,0,0,1,0,33,"7110",6
"3664","AFRICAN AM","TEACHER,FULL TIME","F",35,0,"1","1360",13,"10 to 15 years",218092,"teacher","30s",1,1,0,0,0,1,0,0,0,0,1,0,35,"1360",13
"3665","CAUCASIAN","TEACHER,FULL TIME","M",37,0,"0","2370",9,"5 to less than 10 years",218116,"teacher","30s",1,0,1,0,0,0,1,0,0,0,0,1,37,"2370",9
"3666","AFRICAN AM","SCHOOL COUNSELOR, 10 MONTHS","F",48,0,"1","6350",13,"10 to 15 years",218132,"non_classroom_teacher","40s",0,1,0,0,0,1,0,0,0,0,1,0,48,"6350",13
"3667","AFRICAN AM","TEACHER,FULL TIME","M",42,0,"1","4350",13,"10 to 15 years",218144,"teacher","40s",1,1,0,0,0,1,0,0,0,0,0,1,42,"4350",13
"3668","CAUCASIAN","TEACHER,SPEC EDUCATION","F",36,0,"1","2720",13,"10 to 15 years",218152,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,36,"2720",13
"3669","AFRICAN AM","TEACHER,SPEC EDUCATION","F",55,0,"1","6340",0,"less than 5",218160,"teacher","50s",1,0,0,1,0,1,0,0,0,0,1,0,55,"6340",0
"3670","LATINA/O","TEACHER,FULL TIME","F",49,0,"0","5510",6,"5 to less than 10 years",218180,"teacher","40s",1,0,1,0,0,0,0,0,1,0,1,0,49,"5510",6
"3671","CAUCASIAN","TEACHER,FULL TIME","M",57,0,"1","6460",13,"10 to 15 years",218204,"teacher","50s",1,1,0,0,0,0,1,0,0,0,0,1,57,"6460",13
"3672","CAUCASIAN","TEACHER,SPEC EDUCATION","F",33,0,"0","5170",3,"less than 5",218220,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,33,"5170",3
"3673","AFRICAN AM","TEACHER,SPEC EDUCATION","F",58,0,"1","1030",4,"less than 5",218228,"teacher","50s",1,0,0,1,0,1,0,0,0,0,1,0,58,"1030",4
"3674","CAUCASIAN","TEACHER,FULL TIME","F",38,0,"1","4263",13,"10 to 15 years",218276,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,38,"4263",13
"3675","CAUCASIAN","TEACHER,FULL TIME","F",41,0,"0","7530",10,"10 to 15 years",218288,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,41,"7530",10
"3676","CAUCASIAN","TEACHER,SPEC EDUCATION","F",36,0,"1","8430",13,"10 to 15 years",218292,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,36,"8430",13
"3677","CAUCASIAN","TEACHER,SPEC EDUCATION","F",39,0,"0","6220",14,"10 to 15 years",2184,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,39,"6220",14
"3678","CAUCASIAN","TEACHER,FULL TIME","F",47,1,"1","5400",13,"10 to 15 years",218404,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,47,"5400",13
"3679","AFRICAN AM","TEACHER,SPEC EDUCATION","M",65,0,"0","5390",11,"10 to 15 years",218420,"teacher","60s",1,1,0,0,0,1,0,0,0,0,0,1,65,"5390",11
"3680","AFRICAN AM","TEACHER,FULL TIME","F",37,0,"1","5150",13,"10 to 15 years",218424,"teacher","30s",1,1,0,0,0,1,0,0,0,0,1,0,37,"5150",13
"3681","CAUCASIAN","TEACHER,FULL TIME","M",37,0,"1","5700",13,"10 to 15 years",218440,"teacher","30s",1,1,0,0,0,0,1,0,0,0,0,1,37,"5700",13
"3682","CAUCASIAN","TEACHER,SPEC EDUCATION","F",39,0,"1","7330",13,"10 to 15 years",218460,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,39,"7330",13
"3683","CAUCASIAN","TEACHER,FULL TIME","F",46,0,"1","8410",12,"10 to 15 years",218468,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,46,"8410",12
"3684","CAUCASIAN","TEACHER,FULL TIME","F",36,0,"1","5060",13,"10 to 15 years",218480,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,36,"5060",13
"3685","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"1","2390",13,"10 to 15 years",218612,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,37,"2390",13
"3686","CAUCASIAN","TEACHER,FULL TIME","F",35,0,"0","4560",7,"5 to less than 10 years",218668,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,35,"4560",7
"3687","CAUCASIAN","TEACHER,FULL TIME","F",46,0,"1","7300",12,"10 to 15 years",218704,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,46,"7300",12
"3688","AFRICAN AM","TEACHER,FULL TIME","M",47,0,"0","4570",8,"5 to less than 10 years",218708,"teacher","40s",1,0,1,0,0,1,0,0,0,0,0,1,47,"4570",8
"3689","CAUCASIAN","TEACHER,FULL TIME","M",56,0,"1","2640",11,"10 to 15 years",218712,"teacher","50s",1,1,0,0,0,0,1,0,0,0,0,1,56,"2640",11
"3690","AFRICAN AM","TEACHER,FULL TIME","F",62,0,"1","1410",13,"10 to 15 years",218720,"teacher","60s",1,1,0,0,0,1,0,0,0,0,1,0,62,"1410",13
"3691","AFRICAN AM","TEACHER,SPEC EDUCATION","M",49,0,"1","2160",5,"less than 5",218728,"teacher","40s",1,0,0,1,0,1,0,0,0,0,0,1,49,"2160",5
"3692","CAUCASIAN","TEACHER,SPEC EDUCATION","F",57,0,"0","7280",10,"10 to 15 years",218832,"teacher","50s",1,1,0,0,0,0,1,0,0,0,1,0,57,"7280",10
"3693","CAUCASIAN","TEACHER,FULL TIME","F",48,0,"1","6470",13,"10 to 15 years",218880,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,48,"6470",13
"3694","CAUCASIAN","TEACHER,FULL TIME","F",41,0,"1","8260",13,"10 to 15 years",218896,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,41,"8260",13
"3695","AFRICAN AM","TEACHER,FULL TIME","F",33,0,"1","5230",10,"10 to 15 years",218904,"teacher","30s",1,1,0,0,0,1,0,0,0,0,1,0,33,"5230",10
"3696","CAUCASIAN","TEACHER,FULL TIME","F",40,0,"0","1430",6,"5 to less than 10 years",218908,"teacher","40s",1,0,1,0,0,0,1,0,0,0,1,0,40,"1430",6
"3697","AFRICAN AM","TEACHER,FULL TIME","F",30,0,"0","7280",8,"5 to less than 10 years",218980,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,30,"7280",8
"3698","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"1","5530",13,"10 to 15 years",218984,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,37,"5530",13
"3699","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"1","2620",13,"10 to 15 years",219020,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,37,"2620",13
"3700","CAUCASIAN","TEACHER,SPEC EDUCATION","F",63,0,"0","5320",8,"5 to less than 10 years",219104,"teacher","60s",1,0,1,0,0,0,1,0,0,0,1,0,63,"5320",8
"3701","CAUCASIAN","TEACHER,FULL TIME","F",36,0,"1","1402",13,"10 to 15 years",219120,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,36,"1402",13
"3702","CAUCASIAN","TEACHER,SPEC EDUCATION","F",37,0,"1","1370",0,"less than 5",219144,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,37,"1370",0
"3703","CAUCASIAN","TEACHER,FULL TIME","M",86,0,"0","6020",6,"5 to less than 10 years",219160,"teacher","70s",1,0,1,0,0,0,1,0,0,0,0,1,86,"6020",6
"3704","CAUCASIAN","TEACHER,FULL TIME","M",38,0,"1","2630",13,"10 to 15 years",219236,"teacher","30s",1,1,0,0,0,0,1,0,0,0,0,1,38,"2630",13
"3705","AFRICAN AM","TEACHER,FULL TIME","F",59,0,"1","4530",4,"less than 5",219240,"teacher","50s",1,0,0,1,0,1,0,0,0,0,1,0,59,"4530",4
"3706","CAUCASIAN","TEACHER,SPEC EDUCATION","F",32,0,"0","5290",8,"5 to less than 10 years",219244,"teacher","30s",1,0,1,0,0,0,1,0,0,0,1,0,32,"5290",8
"3707","AFRICAN AM","TEACHER,FULL TIME","M",42,0,"0","8200",8,"5 to less than 10 years",219252,"teacher","40s",1,0,1,0,0,1,0,0,0,0,0,1,42,"8200",8
"3708","other","TEACHER,SPEC EDUCATION","M",69,0,"0","7320",10,"10 to 15 years",219276,"teacher","60s",1,1,0,0,0,0,0,0,0,1,0,1,69,"7320",10
"3709","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"1","8380",13,"10 to 15 years",219280,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,37,"8380",13
"3710","AFRICAN AM","TEACHER,SPEC EDUCATION","F",63,0,"1","4300",13,"10 to 15 years",219312,"teacher","60s",1,1,0,0,0,1,0,0,0,0,1,0,63,"4300",13
"3711","CAUCASIAN","TEACHER,FULL TIME","F",49,0,"1","2260",12,"10 to 15 years",219320,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,49,"2260",12
"3712","CAUCASIAN","TEACHER,FULL TIME","F",44,0,"0","5650",6,"5 to less than 10 years",219340,"teacher","40s",1,0,1,0,0,0,1,0,0,0,1,0,44,"5650",6
"3713","CAUCASIAN","TEACHER,FULL TIME","M",56,0,"1","5430",13,"10 to 15 years",219348,"teacher","50s",1,1,0,0,0,0,1,0,0,0,0,1,56,"5430",13
"3714","AFRICAN AM","TEACHER,FULL TIME","F",60,0,"1","4060",10,"10 to 15 years",219356,"teacher","60s",1,1,0,0,0,1,0,0,0,0,1,0,60,"4060",10
"3715","CAUCASIAN","TEACHER,FULL TIME","M",39,0,"1","9EP0",12,"10 to 15 years",219368,"teacher","30s",1,1,0,0,0,0,1,0,0,0,0,1,39,"9EP0",12
"3716","AFRICAN AM","CONSULTING TEACHER","F",36,0,"1","9KS0",13,"10 to 15 years",219372,"non_classroom_teacher","30s",0,1,0,0,0,1,0,0,0,0,1,0,36,"9KS0",13
"3717","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"1","7010",12,"10 to 15 years",219440,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,37,"7010",12
"3718","AFRICAN AM","TEACHER,FULL TIME","F",51,0,"1","4480",11,"10 to 15 years",219464,"teacher","50s",1,1,0,0,0,1,0,0,0,0,1,0,51,"4480",11
"3719","CAUCASIAN","TEACHER,FULL TIME","F",42,0,"1","8020",13,"10 to 15 years",219472,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,42,"8020",13
"3720","AFRICAN AM","TEACHER,FULL TIME","F",30,0,"0","6050",6,"5 to less than 10 years",219480,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,30,"6050",6
"3721","CAUCASIAN","TEACHER,FULL TIME","F",38,0,"1","6440",12,"10 to 15 years",219484,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,38,"6440",12
"3722","AFRICAN AM","TEACHER,FULL TIME","F",53,0,"1","4380",6,"5 to less than 10 years",219496,"teacher","50s",1,0,1,0,0,1,0,0,0,0,1,0,53,"4380",6
"3723","CAUCASIAN","TEACHER,SPEC EDUCATION","F",36,1,"1","5520",13,"10 to 15 years",219520,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,36,"5520",13
"3724","CAUCASIAN","TEACHER,FULL TIME","M",42,0,"1","8420",12,"10 to 15 years",219524,"teacher","40s",1,1,0,0,0,0,1,0,0,0,0,1,42,"8420",12
"3725","CAUCASIAN","TEACHER,FULL TIME","F",44,0,"1","7150",12,"10 to 15 years",219528,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,44,"7150",12
"3726","CAUCASIAN","TEACHER,SPEC EDUCATION","F",36,0,"1","8090",13,"10 to 15 years",219532,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,36,"8090",13
"3727","CAUCASIAN","TEACHER,FULL TIME","F",53,0,"1","8430",12,"10 to 15 years",219536,"teacher","50s",1,1,0,0,0,0,1,0,0,0,1,0,53,"8430",12
"3728","CAUCASIAN","TEACHER,SPEC EDUCATION","F",38,0,"1","8250",13,"10 to 15 years",219544,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,38,"8250",13
"3729","CAUCASIAN","TEACHER,FULL TIME","F",31,0,"0","1470",5,"less than 5",219552,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,31,"1470",5
"3730","CAUCASIAN","TEACHER,FULL TIME","F",47,0,"1","4480",13,"10 to 15 years",219564,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,47,"4480",13
"3731","CAUCASIAN","TEACHER,FULL TIME","F",45,0,"0","9EW0",8,"5 to less than 10 years",219568,"teacher","40s",1,0,1,0,0,0,1,0,0,0,1,0,45,"9EW0",8
"3732","AFRICAN AM","TEACHER,FULL TIME","F",38,0,"1","1350",6,"5 to less than 10 years",219580,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,38,"1350",6
"3733","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"1","7110",12,"10 to 15 years",219588,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,37,"7110",12
"3734","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"1","6270",12,"10 to 15 years",219612,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,37,"6270",12
"3735","CAUCASIAN","TEACHER,FULL TIME","F",64,0,"1","6440",12,"10 to 15 years",219624,"teacher","60s",1,1,0,0,0,0,1,0,0,0,1,0,64,"6440",12
"3736","CAUCASIAN","TEACHER,FULL TIME","F",64,0,"0","4470",7,"5 to less than 10 years",219656,"teacher","60s",1,0,1,0,0,0,1,0,0,0,1,0,64,"4470",7
"3737","AFRICAN AM","TEACHER,SPEC EDUCATION","F",46,0,"1","7370",13,"10 to 15 years",219680,"teacher","40s",1,1,0,0,0,1,0,0,0,0,1,0,46,"7370",13
"3738","AFRICAN AM","TEACHER,FULL TIME","F",53,0,"1","6300",10,"10 to 15 years",219692,"teacher","50s",1,1,0,0,0,1,0,0,0,0,1,0,53,"6300",10
"3739","CAUCASIAN","TEACHER,SPEC EDUCATION","M",42,0,"1","7010",9,"5 to less than 10 years",219744,"teacher","40s",1,0,1,0,0,0,1,0,0,0,0,1,42,"7010",9
"3740","CAUCASIAN","TEACHER,FULL TIME","M",38,0,"1","5430",13,"10 to 15 years",219772,"teacher","30s",1,1,0,0,0,0,1,0,0,0,0,1,38,"5430",13
"3741","CAUCASIAN","TEACHER,FULL TIME","F",60,0,"0","6480",11,"10 to 15 years",219784,"teacher","60s",1,1,0,0,0,0,1,0,0,0,1,0,60,"6480",11
"3742","CAUCASIAN","TEACHER,FULL TIME","F",68,1,"1","1400",9,"5 to less than 10 years",219788,"teacher","60s",1,0,1,0,0,0,1,0,0,0,1,0,68,"1400",9
"3743","CAUCASIAN","TEACHER,FULL TIME","F",59,0,"1","5420",8,"5 to less than 10 years",219792,"teacher","50s",1,0,1,0,0,0,1,0,0,0,1,0,59,"5420",8
"3744","AFRICAN AM","TEACHER,FULL TIME","F",44,0,"1","7370",12,"10 to 15 years",219812,"teacher","40s",1,1,0,0,0,1,0,0,0,0,1,0,44,"7370",12
"3745","AFRICAN AM","TEACHER,SPEC EDUCATION","F",51,0,"1","7350",13,"10 to 15 years",219816,"teacher","50s",1,1,0,0,0,1,0,0,0,0,1,0,51,"7350",13
"3746","CAUCASIAN","TEACHER,SPEC EDUCATION","F",40,0,"1","6400",13,"10 to 15 years",219836,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,40,"6400",13
"3747","CAUCASIAN","TEACHER,FULL TIME","F",51,0,"1","1410",13,"10 to 15 years",219844,"teacher","50s",1,1,0,0,0,0,1,0,0,0,1,0,51,"1410",13
"3748","AFRICAN AM","TEACHER,FULL TIME","F",33,0,"0","5170",7,"5 to less than 10 years",219856,"teacher","30s",1,0,1,0,0,1,0,0,0,0,1,0,33,"5170",7
"3749","AFRICAN AM","TEACHER,FULL TIME","F",39,0,"1","4460",3,"less than 5",219864,"teacher","30s",1,0,0,1,0,1,0,0,0,0,1,0,39,"4460",3
"3750","CAUCASIAN","TEACHER,FULL TIME","F",38,0,"0","8350",11,"10 to 15 years",219868,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,38,"8350",11
"3751","AFRICAN AM","TEACHER,FULL TIME","M",48,0,"0","7330",7,"5 to less than 10 years",219876,"teacher","40s",1,0,1,0,0,1,0,0,0,0,0,1,48,"7330",7
"3752","CAUCASIAN","TEACHER,FULL TIME","M",37,0,"1","5520",11,"10 to 15 years",219920,"teacher","30s",1,1,0,0,0,0,1,0,0,0,0,1,37,"5520",11
"3753","CAUCASIAN","TEACHER,SPEC EDUCATION","F",58,0,"0","6030",6,"5 to less than 10 years",220044,"teacher","50s",1,0,1,0,0,0,1,0,0,0,1,0,58,"6030",6
"3754","CAUCASIAN","TEACHER,FULL TIME","F",45,0,"1","4270",12,"10 to 15 years",220076,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,45,"4270",12
"3755","CAUCASIAN","TEACHER,FULL TIME","M",37,0,"1","5160",13,"10 to 15 years",220192,"teacher","30s",1,1,0,0,0,0,1,0,0,0,0,1,37,"5160",13
"3756","CAUCASIAN","TEACHER,FULL TIME","F",40,0,"1","2390",13,"10 to 15 years",220196,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,40,"2390",13
"3757","CAUCASIAN","TEACHER,FULL TIME","F",61,0,"1","8460",12,"10 to 15 years",220272,"teacher","60s",1,1,0,0,0,0,1,0,0,0,1,0,61,"8460",12
"3758","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"1","8020",12,"10 to 15 years",220292,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,37,"8020",12
"3759","CAUCASIAN","SCHOOL-BASED INSTRUCTIONAL SPL","F",67,0,"0","5280",24,"greater than or equal to 15",22032,"non_classroom_teacher","60s",0,0,0,0,1,0,1,0,0,0,1,0,67,"5280",24
"3760","CAUCASIAN","TEACHER,SPEC EDUCATION","F",53,0,"0","7040",6,"5 to less than 10 years",220364,"teacher","50s",1,0,1,0,0,0,1,0,0,0,1,0,53,"7040",6
"3761","AFRICAN AM","TEACHER,SPEC EDUCATION","F",55,0,"1","1490",13,"10 to 15 years",220372,"teacher","50s",1,1,0,0,0,1,0,0,0,0,1,0,55,"1490",13
"3762","CAUCASIAN","TEACHER,FULL TIME","F",36,0,"1","8250",0,"less than 5",220388,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,36,"8250",0
"3763","CAUCASIAN","TEACHER,FULL TIME","F",69,0,"1","2520",10,"10 to 15 years",220468,"teacher","60s",1,1,0,0,0,0,1,0,0,0,1,0,69,"2520",10
"3764","CAUCASIAN","TEACHER,FULL TIME","F",37,0,"1","2630",1,"less than 5",220476,"teacher","30s",1,0,0,1,0,0,1,0,0,0,1,0,37,"2630",1
"3765","other","TEACHER,FULL TIME","F",44,0,"1","5500",12,"10 to 15 years",220548,"teacher","40s",1,1,0,0,0,0,0,0,0,1,1,0,44,"5500",12
"3766","CAUCASIAN","TEACHER,FULL TIME","M",56,0,"1","1030",13,"10 to 15 years",220572,"teacher","50s",1,1,0,0,0,0,1,0,0,0,0,1,56,"1030",13
"3767","CAUCASIAN","TEACHER,FULL TIME","F",43,0,"1","6070",5,"less than 5",220580,"teacher","40s",1,0,0,1,0,0,1,0,0,0,1,0,43,"6070",5
"3768","CAUCASIAN","TEACHER,FULL TIME","F",68,0,"1","2450",9,"5 to less than 10 years",220632,"teacher","60s",1,0,1,0,0,0,1,0,0,0,1,0,68,"2450",9
"3769","CAUCASIAN","TEACHER,FULL TIME","F",58,0,"1","7330",9,"5 to less than 10 years",220636,"teacher","50s",1,0,1,0,0,0,1,0,0,0,1,0,58,"7330",9
"3770","AFRICAN AM","TEACHER,FULL TIME","F",41,0,"1","2390",12,"10 to 15 years",220644,"teacher","40s",1,1,0,0,0,1,0,0,0,0,1,0,41,"2390",12
"3771","CAUCASIAN","TEACHER,FULL TIME","M",53,1,"1","6090",13,"10 to 15 years",220704,"teacher","50s",1,1,0,0,0,0,1,0,0,0,0,1,53,"6090",13
"3772","AFRICAN AM","TEACHER,FULL TIME","F",38,0,"1","4380",12,"10 to 15 years",220724,"teacher","30s",1,1,0,0,0,1,0,0,0,0,1,0,38,"4380",12
"3773","CAUCASIAN","TEACHER,FULL TIME","F",58,0,"1","5590",10,"10 to 15 years",220988,"teacher","50s",1,1,0,0,0,0,1,0,0,0,1,0,58,"5590",10
"3774","CAUCASIAN","TEACHER,FULL TIME","F",36,0,"1","9EP0",11,"10 to 15 years",220996,"teacher","30s",1,1,0,0,0,0,1,0,0,0,1,0,36,"9EP0",11
"3775","CAUCASIAN","TEACHER,FULL TIME","M",71,0,"0","8030",47,"greater than or equal to 15",22100,"teacher","70s",1,0,0,0,1,0,1,0,0,0,0,1,71,"8030",47
"3776","CAUCASIAN","TEACHER,FULL TIME","F",45,0,"1","8030",12,"10 to 15 years",221024,"teacher","40s",1,1,0,0,0,0,1,0,0,0,1,0,45,"8030",12
"3777","AFRICAN AM","TEACHER,SPEC EDUCATION","F",61,0,"1","5590",10,"10 to 15 years",221076,"teacher","60s",1,1,0,0,0,1,0,0,0,0,1,0,61,"5590",10
"3778","AFRICAN AM","TEACHER,FULL TIME","F",35,0,"1","1390",13,"10 to 15 years",221100,"teacher","30s",1,1,0,0,0,1,0,0,0,0,1,0,35,"1390",13
